0,a,0,b
1,a,1,b
2,a,2,b
3,a,3,b
4,a,4,b
5,a,5,b
6,a,6,b
7,a,7,b
8,a,8,b
9,a,9,b
10,a,10,b
11,a,11,b
12,a,12,b
13,a,13,b
14,a,14,b
15,a,15,b
16,a,16,b
17,a,17,b
18,a,18,b
19,a,19,b
20,a,20,b
21,a,21,b
22,a,22,b
23,a,23,b
24,a,24,b
25,a,25,b
26,a,26,b
27,a,27,b
28,a,28,b
29,a,29,b
30,a,30,b
31,a,31,b
32,a,32,b
33,a,33,b
34,a,34,b
35,a,35,b
36,a,36,b
37,a,37,b
38,a,38,b
39,a,39,b
40,a,40,b
41,a,41,b
42,a,42,b
43,a,43,b
44,a,44,b
45,a,45,b
46,a,46,b
47,a,47,b
48,a,48,b
49,a,49,b
50,a,50,b
51,a,51,b
52,a,52,b
53,a,53,b
54,a,54,b
55,a,55,b
56,a,56,b
57,a,57,b
58,a,58,b
59,a,59,b
60,a,60,b
61,a,61,b
62,a,62,b
63,a,63,b
64,a,64,b
65,a,65,b
66,a,66,b
67,a,67,b
68,a,68,b
69,a,69,b
70,a,70,b
71,a,71,b
72,a,72,b
73,a,73,b
74,a,74,b
75,a,75,b
76,a,76,b
77,a,77,b
78,a,78,b
79,a,79,b
80,a,80,b
81,a,81,b
82,a,82,b
83,a,83,b
84,a,84,b
85,a,85,b
86,a,86,b
87,a,87,b
88,a,88,b
89,a,89,b
90,a,90,b
91,a,91,b
92,a,92,b
93,a,93,b
94,a,94,b
95,a,95,b
96,a,96,b
97,a,97,b
98,a,98,b
99,a,99,b
100,a,100,b
101,a,101,b
102,a,102,b
103,a,103,b
104,a,104,b
105,a,105,b
106,a,106,b
107,a,107,b
108,a,108,b
109,a,109,b
110,a,110,b
111,a,111,b
112,a,112,b
113,a,113,b
114,a,114,b
115,a,115,b
116,a,116,b
117,a,117,b
118,a,118,b
119,a,119,b
120,a,120,b
121,a,121,b
122,a,122,b
123,a,123,b
124,a,124,b
125,a,125,b
126,a,126,b
127,a,127,b
128,a,128,b
129,a,129,b
130,a,130,b
131,a,131,b
132,a,132,b
133,a,133,b
134,a,134,b
135,a,135,b
136,a,136,b
137,a,137,b
138,a,138,b
139,a,139,b
140,a,140,b
141,a,141,b
142,a,142,b
143,a,143,b
144,a,144,b
145,a,145,b
146,a,146,b
147,a,147,b
148,a,148,b
149,a,149,b
150,a,150,b
151,a,151,b
152,a,152,b
153,a,153,b
154,a,154,b
155,a,155,b
156,a,156,b
157,a,157,b
158,a,158,b
159,a,159,b
160,a,160,b
161,a,161,b
162,a,162,b
163,a,163,b
164,a,164,b
165,a,165,b
166,a,166,b
167,a,167,b
168,a,168,b
169,a,169,b
170,a,170,b
171,a,171,b
172,a,172,b
173,a,173,b
174,a,174,b
175,a,175,b
176,a,176,b
177,a,177,b
178,a,178,b
179,a,179,b
180,a,180,b
181,a,181,b
182,a,182,b
183,a,183,b
184,a,184,b
185,a,185,b
186,a,186,b
187,a,187,b
188,a,188,b
189,a,189,b
190,a,190,b
191,a,191,b
192,a,192,b
193,a,193,b
194,a,194,b
195,a,195,b
196,a,196,b
197,a,197,b
198,a,198,b
199,a,199,b
200,a,200,b
201,a,201,b
202,a,202,b
203,a,203,b
204,a,204,b
205,a,205,b
206,a,206,b
207,a,207,b
208,a,208,b
209,a,209,b
210,a,210,b
211,a,211,b
212,a,212,b
213,a,213,b
214,a,214,b
215,a,215,b
216,a,216,b
217,a,217,b
218,a,218,b
219,a,219,b
220,a,220,b
221,a,221,b
222,a,222,b
223,a,223,b
224,a,224,b
225,a,225,b
226,a,226,b
227,a,227,b
228,a,228,b
229,a,229,b
230,a,230,b
231,a,231,b
232,a,232,b
233,a,233,b
234,a,234,b
235,a,235,b
236,a,236,b
237,a,237,b
238,a,238,b
239,a,239,b
240,a,240,b
241,a,241,b
242,a,242,b
243,a,243,b
244,a,244,b
245,a,245,b
246,a,246,b
247,a,247,b
248,a,248,b
249,a,249,b
250,a,250,b
251,a,251,b
252,a,252,b
253,a,253,b
254,a,254,b
255,a,255,b
256,a,256,b
257,a,257,b
258,a,258,b
259,a,259,b
260,a,260,b
261,a,261,b
262,a,262,b
263,a,263,b
264,a,264,b
265,a,265,b
266,a,266,b
267,a,267,b
268,a,268,b
269,a,269,b
270,a,270,b
271,a,271,b
272,a,272,b
273,a,273,b
274,a,274,b
275,a,275,b
276,a,276,b
277,a,277,b
278,a,278,b
279,a,279,b
280,a,280,b
281,a,281,b
282,a,282,b
283,a,283,b
284,a,284,b
285,a,285,b
286,a,286,b
287,a,287,b
288,a,288,b
289,a,289,b
290,a,290,b
291,a,291,b
292,a,292,b
293,a,293,b
294,a,294,b
295,a,295,b
296,a,296,b
